tower_u_wind,tower_v_wind,tower_uv_wind,tower_w_wind,mean_tower_uv_wind,mean_tower_w_wind,rms_tower_uv_wind,rms_tower_w_wind,std_tower_uv_wind,std_tower_w_wind,grad_tower_uv_wind,grad_tower_w_wind
-4.1052,4.2136,5.8828,0.54,5.9635,0.51494,5.9627,0.50571,0.10434,0.099427,0.028077,-0.085
-4.1304,4.2855,5.9519,0.39,5.9683,0.53774,5.9674,0.52476,0.10931,0.12032,0.050466,-0.08
-4.1949,4.267,5.9837,0.38,5.974,0.56668,5.973,0.5481,0.11266,0.1475,0.042303,0.035
-4.2802,4.2566,6.0365,0.46,5.9894,0.59009,5.9881,0.57048,0.12929,0.15461,0.011659,0.02
-4.2674,4.2277,6.007,0.42,6.0052,0.6076,6.0035,0.5881,0.14561,0.15648,0.018567,0.005
-4.2557,4.3334,6.0736,0.47,6.0198,0.62269,6.0181,0.60238,0.14707,0.16164,0.026997,0.02
-4.1752,4.3936,6.061,0.46,6.0352,0.63505,6.0335,0.61381,0.14461,0.1669,0.0034474,-0.005
-4.1666,4.4286,6.0805,0.46,6.0485,0.65275,6.047,0.62952,0.14109,0.17682,-0.013112,0.07
-4.2508,4.2836,6.0348,0.6,6.0663,0.67157,6.0651,0.64571,0.12382,0.18912,-0.0032704,0.075
-4.263,4.3266,6.074,0.61,6.0767,0.68552,6.0759,0.65762,0.10556,0.19837,0.043413,0.065
-4.2378,4.4176,6.1216,0.73,6.0791,0.70763,6.0783,0.67762,0.10175,0.20892,0.023698,0.11
-4.2305,4.4243,6.1214,0.83,6.0844,0.73043,6.0837,0.69905,0.093536,0.21702,-0.014614,0.1
-4.2397,4.3752,6.0924,0.93,6.0892,0.74719,6.0886,0.71952,0.088861,0.20643,0.07222,0.005
-4.4283,4.4329,6.2658,0.84,6.0863,0.76383,6.0857,0.74048,0.093405,0.19208,0.10193,-0.075
-4.4559,4.4483,6.2962,0.78,6.0843,0.78986,6.0836,0.76762,0.094969,0.19073,-0.044019,-0.02
-4.3969,4.3396,6.1778,0.8,6.0801,0.8109,6.0793,0.79238,0.10058,0.17658,-0.065157,0.01
-4.3607,4.3592,6.1659,0.8,6.0755,0.82131,6.0747,0.80619,0.10302,0.16073,-0.016006,0.045
-4.4658,4.2223,6.1458,0.89,6.0687,0.83551,6.0678,0.82429,0.10871,0.13984,-0.019683,0.07
-4.4596,4.2007,6.1265,0.94,6.059,0.85239,6.0579,0.84524,0.11659,0.1129,-0.073665,0.015
-4.3865,4.0914,5.9984,0.92,6.0508,0.869,6.0496,0.86333,0.12427,0.10151,-0.090124,0.02
-4.3307,4.0748,5.9463,0.98,6.0427,0.87855,6.0414,0.87476,0.12823,0.083464,-0.001138,0.035
-4.3644,4.1117,5.9962,0.99,6.0318,0.88144,6.0305,0.8781,0.1308,0.078652,0.054365,-0.08
-4.4793,4.0742,6.055,0.82,6.0195,0.8852,6.0181,0.8819,0.13408,0.078142,-0.037082,-0.085
-4.362,4.0054,5.922,0.82,6.0125,0.87913,6.0111,0.87571,0.13381,0.079282,-0.030496,0.105
-4.3423,4.1319,5.994,1.03,5.998,0.87692,5.9968,0.87333,0.12062,0.081138,-0.0031763,0.06
-4.303,4.0594,5.9156,0.94,5.9799,0.87955,5.9791,0.87619,0.1,0.078707,-0.0083993,-0.135
-4.44,4.0017,5.9772,0.76,5.9655,0.88224,5.9648,0.87905,0.091314,0.07687,0,-0.05
-4.303,4.0594,5.9156,0.84,5.9491,0.88634,5.9485,0.88333,0.083823,0.074722,-0.051802,0.07
-4.2539,4.0502,5.8736,0.9,5.9306,0.89033,5.9301,0.88714,0.08076,0.077081,-0.027564,0.07
-4.3067,3.9747,5.8605,0.98,5.9084,0.89134,5.9078,0.8881,0.088166,0.077886,0.013792,-0.025
-4.3411,3.9974,5.9012,0.85,5.8897,0.89705,5.8888,0.89333,0.10829,0.083626,0.015873,-0.09
-4.2526,4.0785,5.8923,0.8,5.87,0.8981,5.8685,0.89429,0.13378,0.084769,-0.02038,0.03
-4.2102,4.0766,5.8605,0.91,5.8467,0.89604,5.8448,0.89238,0.15288,0.08294,0.027165,0
-4.2194,4.1903,5.9466,0.8,5.8183,0.9074,5.816,0.90333,0.16759,0.087939,0.052826,-0.06
-4.2256,4.2118,5.9661,0.79,5.8051,0.91701,5.8027,0.91286,0.16981,0.089283,-0.011065,0.02
